time,seconds_elapsed,z,y,x
1772526330732461600,0.083461669921875,0.07213737815618515,-0.23857860267162323,0.27520373463630676
1772526330742443800,0.09344384765625,0.06228300556540489,-0.23138676583766937,0.25646594166755676
1772526330752425700,0.10342578125,0.05704110488295555,-0.24226418137550354,0.21195413172245026
1772526330762408700,0.11340869140625,0.054902128875255585,-0.24472320079803467,0.1500115543603897
1772526330772391000,0.123390869140625,0.051461055874824524,-0.208906888961792,0.08239124715328217
1772526330782373600,0.13337353515625,0.04359682649374008,-0.15017415583133698,0.022277215495705605
1772526330792355800,0.14335595703125,0.028682861477136612,-0.09330394119024277,-0.029225654900074005
1772526330802337800,0.153337890625,0.012635891325771809,-0.03938203677535057,-0.06582885980606079
1772526330812320800,0.16332080078125,-0.002214428037405014,-0.005954305175691843,-0.08716423809528351
1772526330822302700,0.173302734375,-0.013381076976656914,0.020809901878237724,-0.0945286825299263
1772526330832284700,0.18328466796875,-0.027054812759160995,0.0160851888358593,-0.08351890742778778
1772526330842267600,0.193267578125,-0.04040025174617767,-0.002365870401263237,-0.07143259048461914
1772526330852249900,0.203249755859375,-0.053835634142160416,-0.03180019184947014,-0.05637108162045479
1772526330862232600,0.213232666015625,-0.06109844520688057,-0.06957707554101944,-0.04759988561272621
1772526330872214800,0.22321484375,-0.06625885516405106,-0.09392555803060532,-0.030174557119607925
1772526330882197800,0.23319775390625,-0.06102919578552246,-0.09519080817699432,-0.02542666345834732
1772526330892179700,0.2431796875,-0.06403882801532745,-0.09001841396093369,-0.013735387474298477
1772526330902162000,0.253161865234375,-0.07023920118808746,-0.08060653507709503,-0.002120543736964464
1772526330912144600,0.26314453125,-0.08192116022109985,-0.08569584041833878,-0.007006912026554346
1772526330922126800,0.273126953125,-0.09472452104091644,-0.10509581863880157,-0.02523476630449295
1772526330932108800,0.28310888671875,-0.09926174581050873,-0.13673363626003265,-0.058473411947488785
1772526330942091800,0.293091796875,-0.10865468531847,-0.1559962034225464,-0.08435052633285522
1772526330952073700,0.30307373046875,-0.12058351933956146,-0.14672307670116425,-0.10206481069326401
1772526330962057000,0.313056884765625,-0.1334933340549469,-0.10925030708312988,-0.1087866872549057
1772526330972038700,0.32303857421875,-0.1369013786315918,-0.0517694316804409,-0.10933210700750351
1772526330982020900,0.333020751953125,-0.13424141705036163,0.009474217891693115,-0.10743646323680878
1772526330992003600,0.343003662109375,-0.12317833304405212,0.042911384254693985,-0.10381096601486206
1772526331001985800,0.35298583984375,-0.10474007576704025,0.06670776009559631,-0.09429262578487396
1772526331011968800,0.36296875,-0.08624309301376343,0.07601843774318695,-0.07886333018541336
1772526331021950700,0.37295068359375,-0.0714740976691246,0.07750163227319717,-0.057131052017211914
1772526331031933000,0.382932861328125,-0.06182253360748291,0.07134999334812164,-0.02136053889989853
1772526331041915600,0.39291552734375,-0.06463412940502167,0.06534624099731445,0.009378014132380486
1772526331051897900,0.40289794921875,-0.067476786673069,0.0586601085960865,0.03147106617689133
1772526331061880800,0.412880859375,-0.06373991817235947,0.04865923896431923,0.038185786455869675
1772526331071862800,0.42286279296875,-0.06506191194057465,0.03207333758473396,0.039394062012434006
1772526331081844700,0.4328447265625,-0.061390046030282974,0.018381569534540176,0.029013412073254585
1772526331091828000,0.442827880859375,-0.05418512970209122,0.021874837577342987,0.02308494783937931
1772526331101809700,0.4528095703125,-0.04767361283302307,0.03724358230829239,0.019410494714975357
1772526331111793000,0.46279296875,-0.04744218289852142,0.049562834203243256,0.017193414270877838
1772526331121774600,0.472774658203125,-0.052610307931900024,0.059603501111269,0.022141840308904648
1772526331131756800,0.4827568359375,-0.06671919673681259,0.05536907538771629,0.02992146648466587
1772526331141739800,0.49273974609375,-0.06416178494691849,0.03194361552596092,0.03572075441479683
1772526331151721700,0.5027216796875,-0.05690440163016319,0.018677078187465668,0.039177004247903824
1772526331161704700,0.51270458984375,-0.04163063317537308,0.014836552552878857,0.04098503291606903
1772526331171687000,0.52268701171875,-0.02406814880669117,0.015479172579944134,0.04814893752336502
1772526331181668900,0.5326689453125,-0.016642456874251366,0.01747068390250206,0.054010819643735886
1772526331191651800,0.54265185546875,-0.013878894969820976,0.014587813057005405,0.06469994783401489
1772526331201633800,0.5526337890625,-0.009639064781367779,-0.0006591607816517353,0.0723138302564621
1772526331211615700,0.56261572265625,0.000334207434207201,-0.006090677808970213,0.07942473888397217
1772526331221599000,0.572598876953125,0.021083243191242218,-0.008635429665446281,0.08985811471939087
1772526331231580700,0.58258056640625,0.05563589558005333,-0.009743304923176765,0.1100187748670578
1772526331241564000,0.59256396484375,0.08702142536640167,-0.00791389774531126,0.15249548852443695
1772526331251545600,0.602545654296875,0.11583070456981659,-0.004505051299929619,0.20512832701206207
1772526331261527800,0.61252783203125,0.13953815400600433,-0.013483377173542976,0.2615569829940796
1772526331271510800,0.6225107421875,0.16302751004695892,-0.03367067128419876,0.30607226490974426
1772526331281492700,0.63249267578125,0.18633194267749786,-0.05055153742432594,0.3467755615711212
1772526331291475700,0.642475830078125,0.21927045285701752,-0.062046539038419724,0.37220582365989685
1772526331301458000,0.6524580078125,0.2493538111448288,-0.06296078115701675,0.4016771614551544
1772526331311440000,0.66243994140625,0.25995075702667236,-0.07133669406175613,0.4212953448295593
1772526331321422800,0.6724228515625,0.25290510058403015,-0.09451529383659363,0.4367315471172333
1772526331331404800,0.68240478515625,0.24016986787319183,-0.10908598452806473,0.43709373474121094
1772526331341387800,0.6923876953125,0.21780750155448914,-0.12730053067207336,0.41553235054016113
1772526331351370000,0.702369873046875,0.19004619121551514,-0.1399872899055481,0.3762403428554535
1772526331361351700,0.7123515625,0.16051606833934784,-0.1366129070520401,0.3281491696834564
1772526331371335000,0.7223349609375,0.13774684071540833,-0.12162064015865326,0.26467645168304443
1772526331381316600,0.732316650390625,0.11346264183521271,-0.10966364294290543,0.1906447410583496
1772526331391299800,0.7422998046875,0.09040818363428116,-0.09507538378238678,0.11315900832414627
1772526331401281800,0.75228173828125,0.07314087450504303,-0.06531012803316116,0.030298655852675438
1772526331411263700,0.762263671875,0.056563492864370346,-0.04031955450773239,-0.040960341691970825
1772526331421246700,0.772246826171875,0.03891579061746597,-0.005086197517812252,-0.09592771530151367
1772526331431229000,0.78222900390625,0.020580992102622986,0.03243614360690117,-0.12297851592302322
1772526331441211600,0.792211669921875,0.00046052318066358566,0.04810241609811783,-0.13569298386573792
1772526331451193900,0.80219384765625,-0.015622839331626892,0.045555636286735535,-0.13427245616912842
1772526331461175800,0.81217578125,-0.024057509377598763,0.04807224124670029,-0.1158093810081482
1772526331471158800,0.82215869140625,-0.04198377951979637,0.056356802582740784,-0.08902250975370407
1772526331481140700,0.832140625,-0.050286728888750076,0.05145709961652756,-0.06297973543405533
1772526331491123700,0.842123779296875,-0.06030074506998062,0.04400184378027916,-0.04215594753623009
1772526331501105700,0.852105712890625,-0.051482364535331726,0.030935019254684448,-0.02336101420223713
1772526331511087600,0.862087646484375,-0.033114541321992874,0.01530040055513382,-0.006481900345534086
1772526331521070600,0.872070556640625,-0.022150879725813866,0.005011467263102531,0.011886690743267536
1772526331531052800,0.882052734375,-0.01478138193488121,0.0037869459483772516,0.024021118879318237
1772526331541034800,0.89203466796875,-0.010783933103084564,-0.0054312353022396564,0.03252862021327019
1772526331551017700,0.902017822265625,-0.011372225359082222,-0.00976606272161007,0.031606100499629974
1772526331561000000,0.912,-0.013948479667305946,-0.018375886604189873,0.028093300759792328
1772526331570982700,0.921982666015625,-0.014427317306399345,-0.032646700739860535,0.01420864462852478
1772526331580964900,0.93196484375,-0.01267356239259243,-0.040935393422842026,-0.0031510144472122192
1772526331590946600,0.941946533203125,-0.010658081620931625,-0.03561093658208847,-0.019125185906887054
1772526331600929800,0.9519296875,-0.011717619374394417,-0.028554366901516914,-0.039001092314720154
1772526331610911700,0.961911865234375,-0.010564737021923065,-0.01588437892496586,-0.05085216462612152
1772526331620894700,0.971894775390625,-0.01863359473645687,0.007531175389885902,-0.05272581800818443
1772526331630876700,0.981876708984375,-0.025086967274546623,0.03116113878786564,-0.04645780473947525
1772526331640859000,0.99185888671875,-0.02260703220963478,0.03410472720861435,-0.046841297298669815
1772526331650841600,1.001841552734375,-0.010753418318927288,0.03416895121335983,-0.045351725071668625
1772526331660823800,1.01182373046875,0.00040789972990751266,0.04376567155122757,-0.03825386241078377
1772526331670806800,1.021806884765625,0.013310914859175682,0.04838359355926514,-0.03392036631703377
